HEADER
VTF File Version,1.1
VTF File Type,0
PID,33081
Generated on,2023-11-14 11:01:09
Resolution,ms
Min Resolution,ns
Trace Version,1.1
TraceID,33081
XRT Version,2023.1

STRUCTURE
Group_Start,OpenCL Host Trace
Group_Start,OpenCL API Calls
Dynamic_Row,1,General,API Events not associated with a Queue
Static_Row,2,Queue 0x563ab2a8ddc0,API events associated with the command queue
Group_End,OpenCL API Calls
Group_Start,Data Transfer
Dynamic_Row,3,Read,Read data transfers from global memory to host
Dynamic_Row,4,Write,Write data transfer from host to global memory
Dynamic_Row,5,Copy,Copy data transfers from global memory to global memory
Group_End,Data Transfer
Group_Start,Kernel Enqueues
Dynamic_Row_Summary,6,xilinx_u50_gen3x16_xdma_base_5:vadd:vadd,Kernel Enqueue
Group_End,Kernel Enqueues
Group_End,OpenCL Host Trace

MAPPING
34,0:0:0
32,140726288513296:139987301616878:0
29,HBM[0]
35,READ
14,WRITE
21,clCreateBuffer
8,clCreateCommandQueue
6,clCreateContext
17,clCreateKernel
10,clCreateProgramWithBinary
25,clEnqueueMigrateMemObjects
27,clEnqueueTask
28,clFinish
4,clGetDeviceIDs
9,clGetDeviceInfo
1,clGetExtensionFunctionAddress
2,clGetExtensionFunctionAddressForPlatform
3,clGetPlatformInfo
38,clReleaseCommandQueue
37,clReleaseContext
16,clReleaseDevice
36,clReleaseKernel
26,clReleaseMemObject
20,clReleaseProgram
5,clRetainDevice
24,clRetainMemObject
23,clSetKernelArg
31,vadd
40,vadd_1
30,xilinx_u50_gen3x16_xdma_base_5
15,xrt::bo::address
12,xrt::bo::bo
22,xrt::bo::map
13,xrt::bo::sync
7,xrt::device::device
11,xrt::device::load_xclbin
39,xrt::device::reset
18,xrt::kernel::kernel
19,xrt::run::run
33,xrt::run::start

EVENTS
1,0,222.364997,1,OPENCL_API_CALL,1
2,0,222.380601,1,OPENCL_API_CALL,2
3,2,222.396547,1,OPENCL_API_CALL,2
4,1,222.400624,1,OPENCL_API_CALL,1
5,0,222.404314,1,OPENCL_API_CALL,1
6,0,222.406981,1,OPENCL_API_CALL,2
7,6,222.410358,1,OPENCL_API_CALL,2
8,5,222.411805,1,OPENCL_API_CALL,1
9,0,222.414758,1,OPENCL_API_CALL,3
10,9,222.418448,1,OPENCL_API_CALL,3
11,0,222.420068,1,OPENCL_API_CALL,3
12,11,222.422508,1,OPENCL_API_CALL,3
13,0,222.424218,1,OPENCL_API_CALL,3
14,13,222.425965,1,OPENCL_API_CALL,3
15,0,222.427005,1,OPENCL_API_CALL,3
16,15,222.428272,1,OPENCL_API_CALL,3
17,0,222.444245,1,OPENCL_API_CALL,3
18,17,222.446775,1,OPENCL_API_CALL,3
19,0,222.450752,1,OPENCL_API_CALL,3
20,19,222.452528,1,OPENCL_API_CALL,3
21,0,222.500238,1,OPENCL_API_CALL,4
22,21,222.507872,1,OPENCL_API_CALL,4
23,0,222.511928,1,OPENCL_API_CALL,4
24,23,222.514218,1,OPENCL_API_CALL,4
25,0,222.518385,1,OPENCL_API_CALL,5
26,25,222.521125,1,OPENCL_API_CALL,5
27,0,222.523038,1,OPENCL_API_CALL,5
28,27,222.524438,1,OPENCL_API_CALL,5
29,0,267.866982,1,OPENCL_API_CALL,5
30,29,267.881193,1,OPENCL_API_CALL,5
31,0,267.883681,1,OPENCL_API_CALL,6
34,31,281.943501,1,OPENCL_API_CALL,6
35,0,281.947725,1,OPENCL_API_CALL,8
36,35,281.962017,1,OPENCL_API_CALL,8
37,0,281.968675,1,OPENCL_API_CALL,9
38,37,292.969950,1,OPENCL_API_CALL,9
39,0,292.975872,1,OPENCL_API_CALL,9
